Date,SUNPHARMA.NS,DRREDDY.NS,CIPLA.NS,ABBOTINDIA.NS,ZYDUSLIFE.NS,JBCHEPHARM.NS,POLYMED.NS,RELIANCE.NS,NTPC.NS,COALINDIA.NS,ADANIPOWER.NS,BPCL.NS,GSPL.NS,UNOMINDA.NS,ITC.NS,MARICO.NS,BRITANNIA.NS,COLPAL.NS,VBL.NS,BALRAMCHIN.NS,NAVNETEDUL.NS
2020-07-06,472.527587890625,678.2352294921875,616.8580322265625,14801.201171875,344.3294982910156,343.7961730957031,345.7186584472656,846.2074584960938,69.39190673828125,85.58010864257812,34.79999923706055,145.65475463867188,198.1379852294922,150.02542114257812,157.54005432128906,322.1057434082031,3410.391357421875,1264.22998046875,58.960933685302734,124.26016235351562,71.68682861328125
2020-07-13,481.8078918457031,715.2777099609375,665.3261108398438,14562.8095703125,364.6182556152344,341.3324279785156,381.80743408203125,861.3694458007812,67.7799301147461,85.18873596191406,35.5,171.75921630859375,197.00035095214844,149.95162963867188,165.38482666015625,332.8863830566406,3463.78955078125,1294.9229736328125,59.84935760498047,119.96368408203125,71.78121185302734
2020-07-20,464.5867919921875,729.4556274414062,643.0713500976562,14442.4931640625,350.80255126953125,348.9867248535156,372.9339599609375,967.0073852539062,68.6242904663086,85.84103393554688,35.0,173.53952026367188,199.93922424316406,145.35169982910156,170.114990234375,334.7612609863281,3494.400634765625,1256.965087890625,60.27406692504883,121.84642028808594,72.01718139648438
2020-07-27,508.6919250488281,811.103271484375,695.304931640625,14823.861328125,375.2456970214844,351.2350769042969,386.86383056640625,931.3892211914062,66.78203582763672,84.30814361572266,35.400001525878906,160.1486358642578,194.1088409423828,141.36676025390625,165.4700469970703,340.7140197753906,3499.11376953125,1292.47119140625,61.374847412109375,121.17056274414062,69.51593780517578
2020-08-03,503.1907043457031,820.5131225585938,703.51171875,15456.123046875,377.6610412597656,350.6371154785156,404.3133239746094,967.1425170898438,65.86090087890625,84.6343002319336,36.650001525878906,162.451416015625,196.76332092285156,140.03846740722656,167.08937072753906,346.8542785644531,3600.876953125,1323.0281982421875,64.58184051513672,125.70841979980469,71.21488952636719
2020-08-10,508.3570556640625,810.8072509765625,745.1729736328125,15713.6474609375,382.05694580078125,367.42864990234375,394.2997131347656,952.4312133789062,67.85669708251953,86.00409698486328,37.150001525878906,159.935791015625,200.0340118408203,140.96551513671875,167.38768005371094,343.3857421875,3478.752197265625,1281.4381103515625,66.35002136230469,137.29444885253906,73.10263061523438
2020-08-17,509.31378173828125,805.4879150390625,734.5042114257812,16067.9677734375,387.080810546875,375.1068420410156,426.6705627441406,938.0352172851562,83.83283233642578,90.99410247802734,39.150001525878906,158.71669006347656,198.46978759765625,169.19815063476562,167.7285919189453,352.66644287109375,3553.244384765625,1280.984130859375,65.54676818847656,152.88734436035156,76.92530822753906
2020-08-24,532.7139282226562,784.775390625,722.7733764648438,16044.8740234375,375.68048095703125,380.7279357910156,420.77142333984375,953.4900512695312,80.35132598876953,90.7005615234375,39.25,160.6324005126953,201.6930694580078,170.6072998046875,166.6632537841797,350.88525390625,3471.888671875,1262.41357421875,65.9094009399414,150.03909301757812,75.79266357421875
2020-08-31,491.2088317871094,775.4822387695312,699.6013793945312,15882.9326171875,364.376708984375,375.27435302734375,443.128662109375,935.9625244140625,74.9312744140625,86.39546966552734,37.599998474121094,156.1042938232422,188.42068481445312,168.87677001953125,159.1205596923828,350.4634094238281,3465.161865234375,1236.8514404296875,64.70787811279297,149.26669311523438,73.14981842041016
2020-09-07,484.5947570800781,789.6732177734375,700.9048461914062,16149.1865234375,357.4688720703125,382.54583740234375,472.673828125,1045.2276611328125,71.29154205322266,81.60115051269531,37.400001525878906,165.93458557128906,187.66224670410156,167.86317443847656,156.77679443359375,343.7607421875,3527.249267578125,1288.248779296875,63.541290283203125,141.97715759277344,74.23528289794922
2020-09-14,501.6568603515625,956.834716796875,778.4344482421875,15848.560546875,395.8243408203125,538.5972900390625,491.16436767578125,1038.8970947265625,71.64759063720703,80.65534210205078,37.400001525878906,159.4713592529297,201.20965576171875,174.1178436279297,152.64324951171875,339.8234558105469,3550.859375,1246.4769287109375,61.62759017944336,154.86660766601562,77.25564575195312
2020-09-21,469.35382080078125,917.1590576171875,743.5315551757812,15590.853515625,372.44390869140625,458.1795654296875,450.316650390625,992.0369262695312,69.10819244384766,76.38285827636719,36.599998474121094,145.42254638671875,186.70068359375,158.02378845214844,145.5266876220703,331.3864440917969,3446.97509765625,1285.5699462890625,60.77559280395508,141.0116424560547,72.53631591796875
2020-09-28,485.8887939453125,917.1321411132812,746.33154296875,15732.140625,384.7621154785156,474.54974365234375,462.9576416015625,1002.6480712890625,69.189697265625,76.48069763183594,37.04999923706055,136.73397827148438,195.08045959472656,163.8334503173828,145.61195373535156,339.2610168457031,3561.238525390625,1307.63623046875,61.112022399902344,146.90121459960938,72.72509002685547
2020-10-05,491.6401062011719,924.4788208007812,775.4414672851562,15397.1875,423.16583251953125,469.23468017578125,471.48406982421875,1006.3428344726562,67.55978393554688,74.94781494140625,36.599998474121094,133.52171325683594,184.54591369628906,166.92373657226562,143.0550994873047,346.2449645996094,3501.86279296875,1328.385986328125,57.57297134399414,152.50111389160156,72.72509002685547
2020-10-12,466.7177734375,911.4808959960938,755.3590087890625,15392.771484375,415.8232727050781,501.8673095703125,508.167724609375,980.3670043945312,65.4408950805664,72.63219451904297,36.0,131.56727600097656,179.42230224609375,162.07815551757812,141.2227020263672,339.8234558105469,3503.826416015625,1307.0006103515625,59.66145324707031,147.335693359375,74.75438690185547
